WorkloadId,Status,Instance,Region,Mode,Created,Completed,QPU,Usage (seconds),User,Tags,Account
d5nnje9h2mqc739c8eig,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/c599629df45c4794a55daad4835d0856:b209ad37-f8fb-4fc5-9541-0ffc4f4fb7bf::,us-east,job,2026-01-20T12:48:57.479Z,2026-01-20T12:49:11.647Z,ibm_fez,2,Laura Azares,,c599629df45c4794a55daad4835d0856
d5nnje59j2ac739m6otg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/c599629df45c4794a55daad4835d0856:b209ad37-f8fb-4fc5-9541-0ffc4f4fb7bf::,us-east,job,2026-01-20T12:48:56.784Z,2026-01-20T12:49:10.565Z,ibm_fez,2,Laura Azares,,c599629df45c4794a55daad4835d0856
d5nnje3h36vs73bjht0g,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/c599629df45c4794a55daad4835d0856:b209ad37-f8fb-4fc5-9541-0ffc4f4fb7bf::,us-east,job,2026-01-20T12:48:56.220Z,2026-01-20T12:49:09.558Z,ibm_fez,2,Laura Azares,,c599629df45c4794a55daad4835d0856
d5nnjds8d8hc73ci0j0g,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/c599629df45c4794a55daad4835d0856:b209ad37-f8fb-4fc5-9541-0ffc4f4fb7bf::,us-east,job,2026-01-20T12:48:55.678Z,2026-01-20T12:49:08.299Z,ibm_fez,2,Laura Azares,,c599629df45c4794a55daad4835d0856
d5nnjdph2mqc739c8egg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/c599629df45c4794a55daad4835d0856:b209ad37-f8fb-4fc5-9541-0ffc4f4fb7bf::,us-east,job,2026-01-20T12:48:55.074Z,2026-01-20T12:49:07.176Z,ibm_fez,2,Laura Azares,,c599629df45c4794a55daad4835d0856
d5nnjdl9j2ac739m6osg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/c599629df45c4794a55daad4835d0856:b209ad37-f8fb-4fc5-9541-0ffc4f4fb7bf::,us-east,job,2026-01-20T12:48:54.499Z,2026-01-20T12:49:06.167Z,ibm_fez,2,Laura Azares,,c599629df45c4794a55daad4835d0856
d5nnjd9h2mqc739c8eg0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/c599629df45c4794a55daad4835d0856:b209ad37-f8fb-4fc5-9541-0ffc4f4fb7bf::,us-east,job,2026-01-20T12:48:53.926Z,2026-01-20T12:49:05.018Z,ibm_fez,2,Laura Azares,,c599629df45c4794a55daad4835d0856
d5nnjdd9j2ac739m6os0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/c599629df45c4794a55daad4835d0856:b209ad37-f8fb-4fc5-9541-0ffc4f4fb7bf::,us-east,job,2026-01-20T12:48:53.283Z,2026-01-20T12:49:04.023Z,ibm_fez,2,Laura Azares,,c599629df45c4794a55daad4835d0856
d5nnjd48d8hc73ci0iug,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/c599629df45c4794a55daad4835d0856:b209ad37-f8fb-4fc5-9541-0ffc4f4fb7bf::,us-east,job,2026-01-20T12:48:52.645Z,2026-01-20T12:49:02.817Z,ibm_fez,2,Laura Azares,,c599629df45c4794a55daad4835d0856
d5nnjcrh36vs73bjhsug,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/c599629df45c4794a55daad4835d0856:b209ad37-f8fb-4fc5-9541-0ffc4f4fb7bf::,us-east,job,2026-01-20T12:48:52.021Z,2026-01-20T12:49:01.871Z,ibm_fez,2,Laura Azares,,c599629df45c4794a55daad4835d0856
d5nnjcs8d8hc73ci0itg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/c599629df45c4794a55daad4835d0856:b209ad37-f8fb-4fc5-9541-0ffc4f4fb7bf::,us-east,job,2026-01-20T12:48:51.131Z,2026-01-20T12:49:00.767Z,ibm_fez,2,Laura Azares,,c599629df45c4794a55daad4835d0856
d5nnjck8d8hc73ci0it0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/c599629df45c4794a55daad4835d0856:b209ad37-f8fb-4fc5-9541-0ffc4f4fb7bf::,us-east,job,2026-01-20T12:48:50.519Z,2026-01-20T12:48:59.494Z,ibm_fez,2,Laura Azares,,c599629df45c4794a55daad4835d0856
d5nnjcd9j2ac739m6oq0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/c599629df45c4794a55daad4835d0856:b209ad37-f8fb-4fc5-9541-0ffc4f4fb7bf::,us-east,job,2026-01-20T12:48:49.861Z,2026-01-20T12:48:58.606Z,ibm_fez,2,Laura Azares,,c599629df45c4794a55daad4835d0856
d5nnjcd9j2ac739m6opg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/c599629df45c4794a55daad4835d0856:b209ad37-f8fb-4fc5-9541-0ffc4f4fb7bf::,us-east,job,2026-01-20T12:48:49.184Z,2026-01-20T12:48:57.500Z,ibm_fez,2,Laura Azares,,c599629df45c4794a55daad4835d0856
d5nnjc59j2ac739m6oog,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/c599629df45c4794a55daad4835d0856:b209ad37-f8fb-4fc5-9541-0ffc4f4fb7bf::,us-east,job,2026-01-20T12:48:48.566Z,2026-01-20T12:48:56.241Z,ibm_fez,2,Laura Azares,,c599629df45c4794a55daad4835d0856
d5nnjbrh36vs73bjhst0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/c599629df45c4794a55daad4835d0856:b209ad37-f8fb-4fc5-9541-0ffc4f4fb7bf::,us-east,job,2026-01-20T12:48:48.007Z,2026-01-20T12:48:55.318Z,ibm_fez,2,Laura Azares,,c599629df45c4794a55daad4835d0856
d5nnjbrh36vs73bjhssg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/c599629df45c4794a55daad4835d0856:b209ad37-f8fb-4fc5-9541-0ffc4f4fb7bf::,us-east,job,2026-01-20T12:48:47.170Z,2026-01-20T12:48:54.190Z,ibm_fez,2,Laura Azares,,c599629df45c4794a55daad4835d0856
d5nnjbl9j2ac739m6oo0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/c599629df45c4794a55daad4835d0856:b209ad37-f8fb-4fc5-9541-0ffc4f4fb7bf::,us-east,job,2026-01-20T12:48:46.530Z,2026-01-20T12:48:53.001Z,ibm_fez,2,Laura Azares,,c599629df45c4794a55daad4835d0856
d5nnjbbh36vs73bjhss0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/c599629df45c4794a55daad4835d0856:b209ad37-f8fb-4fc5-9541-0ffc4f4fb7bf::,us-east,job,2026-01-20T12:48:45.852Z,2026-01-20T12:48:51.994Z,ibm_fez,2,Laura Azares,,c599629df45c4794a55daad4835d0856
d5nnjbc8d8hc73ci0ir0,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/c599629df45c4794a55daad4835d0856:b209ad37-f8fb-4fc5-9541-0ffc4f4fb7bf::,us-east,job,2026-01-20T12:48:45.312Z,2026-01-20T12:48:51.003Z,ibm_fez,2,Laura Azares,,c599629df45c4794a55daad4835d0856
d5nnjb48d8hc73ci0iqg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/c599629df45c4794a55daad4835d0856:b209ad37-f8fb-4fc5-9541-0ffc4f4fb7bf::,us-east,job,2026-01-20T12:48:44.680Z,2026-01-20T12:48:49.720Z,ibm_fez,2,Laura Azares,,c599629df45c4794a55daad4835d0856
d5nnjat9j2ac739m6omg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/c599629df45c4794a55daad4835d0856:b209ad37-f8fb-4fc5-9541-0ffc4f4fb7bf::,us-east,job,2026-01-20T12:48:43.670Z,2026-01-20T12:48:48.750Z,ibm_fez,2,Laura Azares,,c599629df45c4794a55daad4835d0856
d5nnjajh36vs73bjhspg,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/c599629df45c4794a55daad4835d0856:b209ad37-f8fb-4fc5-9541-0ffc4f4fb7bf::,us-east,job,2026-01-20T12:48:42.975Z,2026-01-20T12:48:47.863Z,ibm_fez,2,Laura Azares,,c599629df45c4794a55daad4835d0856
d5nnjajh36vs73bjhsog,completed,crn:v1:bluemix:public:quantum-computing:us-east:a/c599629df45c4794a55daad4835d0856:b209ad37-f8fb-4fc5-9541-0ffc4f4fb7bf::,us-east,job,2026-01-20T12:48:42.380Z,2026-01-20T12:48:46.227Z,ibm_fez,2,Laura Azares,,c599629df45c4794a55daad4835d0856
